query_id;time_horizon;sceanrio_time;profile;query_duration;query_start;query_end;query_status
nan;1D;2018-11-18 00:30:00+01:00;SV;3,0;2018-12-07 16:36:04.327991;2018-12-07 16:36:07.390461;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ef2db193-f0bd-40f7-9a86-3fbdb19c91d6
nan;1D;2018-11-18 01:30:00+01:00;SV;3,0;2018-12-07 16:36:07.421706;2018-12-07 16:36:10.499860;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a11531ce-fdc0-4ba9-9299-875c1bfae4bd
nan;1D;2018-11-18 02:30:00+01:00;SV;4,0;2018-12-07 16:36:10.531120;2018-12-07 16:36:14.687367;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: fb6c5a2f-6880-4be5-ad66-a53bff50bc78
nan;1D;2018-11-18 03:30:00+01:00;SV;3,0;2018-12-07 16:36:14.702995;2018-12-07 16:36:17.859247;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b37cfa57-3da8-4c27-9158-67b315b82011
nan;1D;2018-11-18 04:30:00+01:00;SV;2,0;2018-12-07 16:36:17.874863;2018-12-07 16:36:19.968622;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 6ec18c6c-afe8-4666-ae5d-0c982640e7cd
nan;1D;2018-11-18 05:30:00+01:00;SV;5,0;2018-12-07 16:36:19.984253;2018-12-07 16:36:24.062387;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9aad7f4e-ed6c-4036-864e-696d14bd89c9
nan;1D;2018-11-18 06:30:00+01:00;SV;2,0;2018-12-07 16:36:24.093647;2018-12-07 16:36:26.218630;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c0230683-710e-45bf-bb76-19b5380ab4a4
nan;1D;2018-11-18 07:30:00+01:00;SV;2,0;2018-12-07 16:36:26.249895;2018-12-07 16:36:28.312393;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ca60d4ea-b7cf-4c38-95a0-19f885a4d520
nan;1D;2018-11-18 08:30:00+01:00;SV;2,0;2018-12-07 16:36:28.343655;2018-12-07 16:36:30.421861;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f6fe4cce-0a15-42cd-a70b-102dc0cc298f
nan;1D;2018-11-18 09:30:00+01:00;SV;2,0;2018-12-07 16:36:30.453005;2018-12-07 16:36:32.593671;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9d70cf7f-763c-4f97-b75f-3f86cf99b532
nan;1D;2018-11-18 10:30:00+01:00;SV;4,0;2018-12-07 16:36:32.624912;2018-12-07 16:36:36.703030;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3a6a8c50-9242-4e84-a211-d25a2f5c9ba4
nan;1D;2018-11-18 11:30:00+01:00;SV;7,0;2018-12-07 16:36:36.734261;2018-12-07 16:36:43.859324;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0633b5cc-f65e-4d3e-9df4-e38471db24a8
nan;1D;2018-11-18 12:30:00+01:00;SV;12,0;2018-12-07 16:36:43.874910;2018-12-07 16:36:55.953045;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7676ea70-86ad-4ce6-a593-391543e529fc
nan;1D;2018-11-18 13:30:00+01:00;SV;24,0;2018-12-07 16:36:55.968697;2018-12-07 16:37:19.062538;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2c08c006-fc93-4e46-a45d-22224a198ddc
nan;1D;2018-11-18 14:30:00+01:00;SV;39,0;2018-12-07 16:37:19.093797;2018-12-07 16:37:58.218808;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 79f8d66a-65f6-4c9d-b076-76b22e11c7c5
nan;1D;2018-11-18 15:30:00+01:00;SV;67,0;2018-12-07 16:37:58.234421;2018-12-07 16:39:05.312675;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8e5250b7-6996-4c05-9b3f-4804aac76c56
nan;1D;2018-11-18 16:30:00+01:00;SV;120,0;2018-12-07 16:39:05.343882;2018-12-07 16:41:05.484732;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: d3239efb-7a1b-4ce6-ad7e-436156477a61
nan;1D;2018-11-18 17:30:00+01:00;SV;120,0;2018-12-07 16:41:05.500353;2018-12-07 16:43:05.594262;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 09fb7a25-503a-49c7-9bf6-94b4f387dabd
nan;1D;2018-11-18 18:30:00+01:00;SV;120,0;2018-12-07 16:43:05.609877;2018-12-07 16:45:05.721377;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: d2593446-b1db-4cbd-93f8-c5365daa326e
nan;1D;2018-11-18 19:30:00+01:00;SV;120,0;2018-12-07 16:45:05.752614;2018-12-07 16:47:05.895810;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: acdd9aa4-7a4a-4fc6-8bc9-70c103c4765a
nan;1D;2018-11-18 20:30:00+01:00;SV;121,0;2018-12-07 16:47:05.927061;2018-12-07 16:49:06.053931;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 06f7044e-4a94-4d12-be05-dd2c163f6821
nan;1D;2018-11-18 21:30:00+01:00;SV;120,0;2018-12-07 16:49:06.069516;2018-12-07 16:51:06.195621;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 23564784-c573-448b-b7c5-58d931b0581c
nan;1D;2018-11-18 22:30:00+01:00;SV;120,0;2018-12-07 16:51:06.211230;2018-12-07 16:53:06.306018;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 2ac362c4-2f46-42cb-b5da-fe6e6d9d0ddf
nan;1D;2018-11-18 23:30:00+01:00;SV;110,0;2018-12-07 16:53:06.337284;2018-12-07 16:54:56.464833;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 60af0630-a832-4930-90ae-9dacd3ec1878
nan;1D;2018-11-19 00:30:00+01:00;SV;34,0;2018-12-07 16:54:56.480459;2018-12-07 16:55:30.574296;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 99324937-71f6-4db9-8443-7a4f33402c6c
nan;1D;2018-11-19 01:30:00+01:00;SV;7,0;2018-12-07 16:55:30.605583;2018-12-07 16:55:37.683713;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 679274b9-d394-4998-9bf9-84291c25299b
nan;1D;2018-11-19 02:30:00+01:00;SV;2,0;2018-12-07 16:55:37.699323;2018-12-07 16:55:39.777468;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: dc96af3f-bf45-4f75-a628-2c9640ab12dc
nan;1D;2018-11-19 03:30:00+01:00;SV;3,0;2018-12-07 16:55:39.793093;2018-12-07 16:55:42.855602;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 41052021-ef5e-4c53-9bcc-6dc94b7e87a0
nan;1D;2018-11-19 04:30:00+01:00;SV;2,0;2018-12-07 16:55:42.886903;2018-12-07 16:55:44.965078;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 07a28381-432d-47f4-b338-1fd01e7384a4
nan;1D;2018-11-19 05:30:00+01:00;SV;3,0;2018-12-07 16:55:44.980610;2018-12-07 16:55:47.058737;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0b00f4cc-3e76-48b8-9a8e-53f0f5e21714
nan;1D;2018-11-19 06:30:00+01:00;SV;2,0;2018-12-07 16:55:47.089981;2018-12-07 16:55:49.215011;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c93ed00c-cefc-468d-ade9-a364c05a9771
nan;1D;2018-11-19 07:30:00+01:00;SV;3,0;2018-12-07 16:55:49.230631;2018-12-07 16:55:52.308762;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0d3fe34a-c8ea-4fdc-99b7-5991c68d1acd
nan;1D;2018-11-19 08:30:00+01:00;SV;2,0;2018-12-07 16:55:52.324384;2018-12-07 16:55:54.386947;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c6299548-9632-4cf1-a2d9-36c5a628f09a
nan;1D;2018-11-19 09:30:00+01:00;SV;4,0;2018-12-07 16:55:54.402514;2018-12-07 16:55:58.496290;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2cf02a34-b876-4e4f-92f3-99edfe0a643c
nan;1D;2018-11-19 10:30:00+01:00;SV;3,0;2018-12-07 16:55:58.527557;2018-12-07 16:56:01.715049;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7ee443fd-95b1-4541-bf18-15c62fb08144
nan;1D;2018-11-19 11:30:00+01:00;SV;2,0;2018-12-07 16:56:01.746332;2018-12-07 16:56:03.824433;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cce6b73f-bd9b-446c-a935-feccdaee7d59
nan;1D;2018-11-19 12:30:00+01:00;SV;2,0;2018-12-07 16:56:03.855664;2018-12-07 16:56:05.933830;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a96dca21-2ef3-4fd6-95fd-f39054d85ff2
nan;1D;2018-11-19 13:30:00+01:00;SV;3,0;2018-12-07 16:56:05.965073;2018-12-07 16:56:08.027596;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 151667c9-7be3-4b77-9652-5f76dd0f9808
nan;1D;2018-11-19 14:30:00+01:00;SV;2,0;2018-12-07 16:56:08.058805;2018-12-07 16:56:10.199458;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 251d1749-1515-4692-a496-72c8ae4c7d0e
nan;1D;2018-11-19 15:30:00+01:00;SV;5,0;2018-12-07 16:56:10.215069;2018-12-07 16:56:15.308843;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1b1e25a1-3660-4f48-beef-2be0ccfc9d22
nan;1D;2018-11-19 16:30:00+01:00;SV;3,0;2018-12-07 16:56:15.324509;2018-12-07 16:56:18.496341;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2cc1fc97-f80e-4984-b297-54eefec3945a
nan;1D;2018-11-19 17:30:00+01:00;SV;3,0;2018-12-07 16:56:18.527611;2018-12-07 16:56:21.590138;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e383a3cc-0d96-4cf4-82c3-f2fc10134915
nan;1D;2018-11-19 18:30:00+01:00;SV;2,0;2018-12-07 16:56:21.621371;2018-12-07 16:56:23.730727;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7d8be8fc-0f49-40f3-b1ca-b280022d479b
nan;1D;2018-11-19 19:30:00+01:00;SV;2,0;2018-12-07 16:56:23.746384;2018-12-07 16:56:25.902640;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a4c4fc8b-8d3a-4806-a465-cb1cfd29c300
nan;1D;2018-11-19 20:30:00+01:00;SV;3,0;2018-12-07 16:56:25.918379;2018-12-07 16:56:28.074504;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7859748f-946e-4468-be0a-a4a9b61043f3
nan;1D;2018-11-19 21:30:00+01:00;SV;2,0;2018-12-07 16:56:28.105751;2018-12-07 16:56:30.168310;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 4583bc53-7c15-4124-904e-06beb7378bc5
nan;1D;2018-11-19 22:30:00+01:00;SV;2,0;2018-12-07 16:56:30.183917;2018-12-07 16:56:32.324522;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8cd176ba-00d8-4ca8-a4ee-fa1409e78139
nan;1D;2018-11-19 23:30:00+01:00;SV;4,0;2018-12-07 16:56:32.340170;2018-12-07 16:56:36.621412;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 18c91516-78cc-4d8d-9fdc-a36ea2a39d9e
nan;1D;2018-11-20 00:30:00+01:00;SV;2,0;2018-12-07 16:56:36.637023;2018-12-07 16:56:38.762032;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0dc2fe87-8354-489a-8bd2-76e8d3301184
pyquery_0.1_0a0ec4f9-d3dd-4e9b-8cda-2806ee2e5a65;1D;2018-11-21 00:30:00+01:00;SV;5,0;2018-12-07 16:57:52.965535;2018-12-07 16:57:57.059176;OK
pyquery_0.1_a6c0e3d3-076b-4529-b758-cfb276e1d3b1;1D;2018-11-21 01:30:00+01:00;SV;6,0;2018-12-07 16:57:57.074790;2018-12-07 16:58:03.152951;OK
pyquery_0.1_54c5c85a-cb39-4495-a7af-bdf7c34a8ebe;1D;2018-11-21 02:30:00+01:00;SV;3,0;2018-12-07 16:58:03.168576;2018-12-07 16:58:06.246757;OK
pyquery_0.1_afed5fdc-3eea-4262-806f-0003b2cb2c73;1D;2018-11-21 03:30:00+01:00;SV;2,0;2018-12-07 16:58:06.262376;2018-12-07 16:58:08.340515;OK
pyquery_0.1_0a15faaa-12c2-465b-b8ab-39666184b410;1D;2018-11-21 04:30:00+01:00;SV;4,0;2018-12-07 16:58:08.356083;2018-12-07 16:58:12.434239;OK
pyquery_0.1_21ff6ed6-cf21-495c-8497-8bbee4fb5e59;1D;2018-11-21 05:30:00+01:00;SV;2,0;2018-12-07 16:58:12.449837;2018-12-07 16:58:14.527976;OK
pyquery_0.1_03ff819b-b764-432e-832f-0c234c9bf2df;1D;2018-11-21 06:30:00+01:00;SV;2,0;2018-12-07 16:58:14.527976;2018-12-07 16:58:16.621730;OK
pyquery_0.1_fb701c2d-0185-44f7-ab1f-43b060c640a8;1D;2018-11-21 07:30:00+01:00;SV;2,0;2018-12-07 16:58:16.637351;2018-12-07 16:58:18.699874;OK
pyquery_0.1_e7e26d8a-e7b2-47c4-89e4-b7e1730628f4;1D;2018-11-21 08:30:00+01:00;SV;4,0;2018-12-07 16:58:18.715498;2018-12-07 16:58:22.809282;OK
pyquery_0.1_4e565b76-7b2d-44ef-b6eb-ddfb1b263250;1D;2018-11-21 09:30:00+01:00;SV;2,0;2018-12-07 16:58:22.840832;2018-12-07 16:58:24.903071;OK
pyquery_0.1_5d970b1c-5fd9-41f6-8eb6-315cd6844033;1D;2018-11-21 10:30:00+01:00;SV;4,0;2018-12-07 16:58:24.918650;2018-12-07 16:58:28.028022;OK
pyquery_0.1_3ec91b4b-a431-4b1d-8daf-b854c80b0809;1D;2018-11-21 11:30:00+01:00;SV;3,0;2018-12-07 16:58:28.043670;2018-12-07 16:58:31.121790;OK
pyquery_0.1_284e1a45-0319-4a76-868a-31b053112979;1D;2018-11-21 12:30:00+01:00;SV;2,0;2018-12-07 16:58:31.121790;2018-12-07 16:58:33.184296;OK
pyquery_0.1_2c48a7fc-bc8d-4123-898d-75f467e05da5;1D;2018-11-21 13:30:00+01:00;SV;4,0;2018-12-07 16:58:33.199913;2018-12-07 16:58:37.278064;OK
pyquery_0.1_0ffcb6a1-9e7a-4952-8a9b-a0cc8812ffbf;1D;2018-11-21 14:30:00+01:00;SV;2,0;2018-12-07 16:58:37.293681;2018-12-07 16:58:39.434325;OK
pyquery_0.1_06b002b3-d031-4297-8578-fd374936308e;1D;2018-11-21 15:30:00+01:00;SV;3,0;2018-12-07 16:58:39.434325;2018-12-07 16:58:42.543711;OK
pyquery_0.1_2d2fbb1a-ca0a-4529-a4e4-14959492f858;1D;2018-11-21 16:30:00+01:00;SV;4,0;2018-12-07 16:58:42.559319;2018-12-07 16:58:46.621858;OK
pyquery_0.1_f30596ba-2f06-4f1b-8b25-4bca346eafdd;1D;2018-11-21 17:30:00+01:00;SV;6,0;2018-12-07 16:58:46.637458;2018-12-07 16:58:52.715670;OK
pyquery_0.1_7cad06a4-44ed-47ea-b048-bc49e3ed61ab;1D;2018-11-21 18:30:00+01:00;SV;5,0;2018-12-07 16:58:52.731259;2018-12-07 16:58:57.840685;OK
pyquery_0.1_99ca5958-81fc-4848-ac8f-a5d003d0e616;1D;2018-11-21 19:30:00+01:00;SV;4,0;2018-12-07 16:58:57.856253;2018-12-07 16:59:01.950055;OK
pyquery_0.1_cbc7d2b7-b7a9-4bf3-a004-b20fe56037a4;1D;2018-11-21 20:30:00+01:00;SV;3,0;2018-12-07 16:59:01.965640;2018-12-07 16:59:04.028189;OK
pyquery_0.1_0a1e588d-c5be-4a6b-8acb-91179578c653;1D;2018-11-21 21:30:00+01:00;SV;2,0;2018-12-07 16:59:04.028189;2018-12-07 16:59:06.106327;OK
pyquery_0.1_7b354424-0d8b-4128-9b6c-8a6ff9adf26e;1D;2018-11-21 22:30:00+01:00;SV;2,0;2018-12-07 16:59:06.121905;2018-12-07 16:59:08.184467;OK
pyquery_0.1_7c5b2fc3-dd8d-4d3c-9dd3-065e11d1f284;1D;2018-11-21 23:30:00+01:00;SV;2,0;2018-12-07 16:59:08.200044;2018-12-07 16:59:10.278157;OK
pyquery_0.1_05963c0e-0025-4636-9779-4617673665c9;1D;2018-11-22 00:30:00+01:00;SV;3,0;2018-12-07 16:59:10.293795;2018-12-07 16:59:13.371922;OK
pyquery_0.1_9ee95977-c227-4400-b86c-4ec15f684e2f;1D;2018-11-22 01:30:00+01:00;SV;4,0;2018-12-07 16:59:13.387534;2018-12-07 16:59:17.465675;OK
pyquery_0.1_a36430de-7e8d-4160-be30-7f479c0d347d;1D;2018-11-22 02:30:00+01:00;SV;3,0;2018-12-07 16:59:17.496951;2018-12-07 16:59:20.653220;OK
pyquery_0.1_b7983f0b-2ff0-48de-b4b1-f61fcdba6acb;1D;2018-11-22 03:30:00+01:00;SV;3,0;2018-12-07 16:59:20.668834;2018-12-07 16:59:23.793817;OK
pyquery_0.1_3ddb2fe7-b9d7-463d-91da-327f102f8d1a;1D;2018-11-22 04:30:00+01:00;SV;3,0;2018-12-07 16:59:23.793817;2018-12-07 16:59:26.934465;OK
pyquery_0.1_13784365-b994-4f61-a3c3-5504f418f1f5;1D;2018-11-22 05:30:00+01:00;SV;3,0;2018-12-07 16:59:26.950080;2018-12-07 16:59:29.075092;OK
pyquery_0.1_5f7dc87d-34f3-445d-b4ca-9eace1bc8004;1D;2018-11-22 06:30:00+01:00;SV;3,0;2018-12-07 16:59:29.075092;2018-12-07 16:59:32.200109;OK
pyquery_0.1_37a1464c-95a5-44cd-becf-968e55814637;1D;2018-11-22 07:30:00+01:00;SV;3,0;2018-12-07 16:59:32.215727;2018-12-07 16:59:35.278243;OK
pyquery_0.1_2db940cb-60a1-461f-897f-625096766540;1D;2018-11-22 08:30:00+01:00;SV;3,0;2018-12-07 16:59:35.293872;2018-12-07 16:59:38.434523;OK
pyquery_0.1_25ec868a-86e1-4d3a-be13-5d2e31b4e226;1D;2018-11-22 09:30:00+01:00;SV;3,0;2018-12-07 16:59:38.450131;2018-12-07 16:59:41.512642;OK
pyquery_0.1_6a115e97-fdce-4283-873b-cada0d245bfa;1D;2018-11-22 10:30:00+01:00;SV;3,0;2018-12-07 16:59:41.528264;2018-12-07 16:59:44.668937;OK
pyquery_0.1_74afc0e7-b3c0-441f-b23a-7ba29c7a552d;1D;2018-11-22 11:30:00+01:00;SV;3,0;2018-12-07 16:59:44.684519;2018-12-07 16:59:47.747077;OK
pyquery_0.1_2a003938-09c9-4a09-bb27-5b6b03f64b15;1D;2018-11-22 12:30:00+01:00;SV;3,0;2018-12-07 16:59:47.762655;2018-12-07 16:59:50.825176;OK
pyquery_0.1_3a79efb4-383c-41f1-a69d-0762772b876d;1D;2018-11-22 13:30:00+01:00;SV;4,0;2018-12-07 16:59:50.840794;2018-12-07 16:59:54.903321;OK
pyquery_0.1_f906a30b-2a9b-4b19-8ca1-e55a0e73e61f;1D;2018-11-22 14:30:00+01:00;SV;5,0;2018-12-07 16:59:54.918942;2018-12-07 16:59:59.075197;OK
pyquery_0.1_709f34ef-8147-4935-81e1-60e524d999b4;1D;2018-11-22 15:30:00+01:00;SV;2,0;2018-12-07 16:59:59.075197;2018-12-07 17:00:01.153331;OK
pyquery_0.1_a17c8842-853e-4f96-ad9e-191e9e8055e8;1D;2018-11-22 16:30:00+01:00;SV;3,0;2018-12-07 17:00:01.153331;2018-12-07 17:00:04.217331;OK
pyquery_0.1_cdb5557c-7616-4cbd-be20-f9ee9679a030;1D;2018-11-22 17:30:00+01:00;SV;2,0;2018-12-07 17:00:04.232947;2018-12-07 17:00:06.326744;OK
pyquery_0.1_6724a8a9-822c-470d-a016-9deffd2ecefb;1D;2018-11-22 18:30:00+01:00;SV;3,0;2018-12-07 17:00:06.342354;2018-12-07 17:00:09.467300;OK
pyquery_0.1_5670a238-db27-4528-b0e8-b278a18ca8d9;1D;2018-11-22 19:30:00+01:00;SV;2,0;2018-12-07 17:00:09.498566;2018-12-07 17:00:11.576682;OK
pyquery_0.1_ff872614-ec50-42a2-a6c3-343d8f0af1ce;1D;2018-11-22 20:30:00+01:00;SV;3,0;2018-12-07 17:00:11.576682;2018-12-07 17:00:14.654855;OK
pyquery_0.1_94a1e6b8-7be7-4e22-8d6d-c4c282e9ee6c;1D;2018-11-22 21:30:00+01:00;SV;2,0;2018-12-07 17:00:14.670432;2018-12-07 17:00:16.748581;OK
pyquery_0.1_113583b5-3ec7-4a85-bd20-8644bcae93ed;1D;2018-11-22 22:30:00+01:00;SV;2,0;2018-12-07 17:00:16.748581;2018-12-07 17:00:18.998580;OK
pyquery_0.1_951e0fc2-d31e-42cf-8726-d546eb8745d0;1D;2018-11-22 23:30:00+01:00;SV;4,0;2018-12-07 17:00:19.014198;2018-12-07 17:00:23.139266;OK
pyquery_0.1_ab9ab521-d951-45da-9c67-9a309f16f9b9;1D;2018-11-23 00:30:00+01:00;SV;4,0;2018-12-07 17:00:23.154836;2018-12-07 17:00:27.232982;OK
pyquery_0.1_0b71c454-6191-4462-b1af-ca15b14034ea;1D;2018-11-23 01:30:00+01:00;SV;3,0;2018-12-07 17:00:27.232982;2018-12-07 17:00:30.326766;OK
pyquery_0.1_96100fdf-1755-42a2-a5af-dbf683328163;1D;2018-11-23 02:30:00+01:00;SV;3,0;2018-12-07 17:00:30.326766;2018-12-07 17:00:33.483060;OK
pyquery_0.1_3b126fcf-4135-4946-b397-be2578b0189f;1D;2018-11-23 03:30:00+01:00;SV;3,0;2018-12-07 17:00:33.529886;2018-12-07 17:00:36.654965;OK
pyquery_0.1_33b30442-d8d8-4e98-ab81-7fde60466582;1D;2018-11-23 04:30:00+01:00;SV;3,0;2018-12-07 17:00:36.670523;2018-12-07 17:00:39.795537;OK
pyquery_0.1_cbea4b39-14d5-46c4-823f-65bdeb4264a4;1D;2018-11-23 05:30:00+01:00;SV;4,0;2018-12-07 17:00:39.795537;2018-12-07 17:00:43.920533;OK
pyquery_0.1_82c8c331-3626-4563-86a0-856f1ec91111;1D;2018-11-23 06:30:00+01:00;SV;3,0;2018-12-07 17:00:43.920533;2018-12-07 17:00:46.983073;OK
pyquery_0.1_fb7c2efd-61c5-4b81-8f52-c190b2849586;1D;2018-11-23 07:30:00+01:00;SV;2,0;2018-12-07 17:00:47.014298;2018-12-07 17:00:49.123724;OK
pyquery_0.1_98061c45-3229-4154-a1fc-23414d2a1065;1D;2018-11-23 08:30:00+01:00;SV;3,0;2018-12-07 17:00:49.139304;2018-12-07 17:00:52.217468;OK
pyquery_0.1_f2256fec-3219-4e7f-8dae-c9ce41e168ab;1D;2018-11-23 09:30:00+01:00;SV;3,0;2018-12-07 17:00:52.217468;2018-12-07 17:00:55.295471;OK
pyquery_0.1_7fe220cb-bb49-4fcf-a261-e0b605b5df52;1D;2018-11-23 10:30:00+01:00;SV;4,0;2018-12-07 17:00:55.311081;2018-12-07 17:00:59.373439;OK
pyquery_0.1_a7ea5ed0-1e7a-40ec-a8a8-9f66e924d9e1;1D;2018-11-23 11:30:00+01:00;SV;5,0;2018-12-07 17:00:59.389003;2018-12-07 17:01:04.451280;OK
pyquery_0.1_d75c6aff-4bdb-4937-b2d6-98ffd641861c;1D;2018-11-23 12:30:00+01:00;SV;5,0;2018-12-07 17:01:04.466891;2018-12-07 17:01:09.576020;OK
pyquery_0.1_fde36184-8be0-4627-8d94-cb3cc891843f;1D;2018-11-23 13:30:00+01:00;SV;3,0;2018-12-07 17:01:09.591652;2018-12-07 17:01:12.732143;OK
pyquery_0.1_8b658cfd-c535-4a1c-9178-85fc683d4aeb;1D;2018-11-23 14:30:00+01:00;SV;2,0;2018-12-07 17:01:12.747730;2018-12-07 17:01:14.825786;OK
pyquery_0.1_e3c43611-ebe1-4d60-b685-d28d96d1a031;1D;2018-11-23 15:30:00+01:00;SV;3,0;2018-12-07 17:01:14.841381;2018-12-07 17:01:17.903779;OK
pyquery_0.1_19460598-e443-4050-b396-5dfafd1e3d7b;1D;2018-11-23 16:30:00+01:00;SV;3,0;2018-12-07 17:01:17.919393;2018-12-07 17:01:20.513027;OK
pyquery_0.1_15111b6f-1518-4233-b926-ba7b8a417605;1D;2018-11-23 17:30:00+01:00;SV;2,0;2018-12-07 17:01:20.528650;2018-12-07 17:01:22.591064;OK
pyquery_0.1_0d64a3a5-84ae-4dc1-b174-bdd7a7610de9;1D;2018-11-23 18:30:00+01:00;SV;2,0;2018-12-07 17:01:22.606699;2018-12-07 17:01:24.684711;OK
pyquery_0.1_6939ece9-f77c-4810-80bf-392318258958;1D;2018-11-23 19:30:00+01:00;SV;3,0;2018-12-07 17:01:24.684711;2018-12-07 17:01:27.762713;OK
pyquery_0.1_f9c703bd-0186-40cb-8550-f11b44e86e89;1D;2018-11-23 20:30:00+01:00;SV;5,0;2018-12-07 17:01:27.793982;2018-12-07 17:01:32.028188;OK
pyquery_0.1_36f187be-1760-4487-bde9-4e0689201ad3;1D;2018-11-23 21:30:00+01:00;SV;4,0;2018-12-07 17:01:32.028188;2018-12-07 17:01:36.106097;OK
pyquery_0.1_6950542a-46c4-453e-95b7-ec68ba1220ae;1D;2018-11-23 22:30:00+01:00;SV;3,0;2018-12-07 17:01:36.121722;2018-12-07 17:01:39.215351;OK
pyquery_0.1_1ef9c3a7-e4f4-42f3-a04e-75c92a2f5e69;1D;2018-11-23 23:30:00+01:00;SV;2,0;2018-12-07 17:01:39.230965;2018-12-07 17:01:41.277798;OK
pyquery_0.1_bc81482f-ecf4-43c1-9dfc-112cbe9537b2;1D;2018-11-24 00:30:00+01:00;SV;2,0;2018-12-07 17:01:41.293377;2018-12-07 17:01:43.355795;OK
pyquery_0.1_774414ec-be12-4202-9f78-8d65c480ab36;1D;2018-11-24 01:30:00+01:00;SV;2,0;2018-12-07 17:01:43.371414;2018-12-07 17:01:45.480711;OK
pyquery_0.1_9fdc751f-a5a5-49a0-b0b8-f1b8f3fafc14;1D;2018-11-24 02:30:00+01:00;SV;2,0;2018-12-07 17:01:45.496335;2018-12-07 17:01:47.558782;OK
pyquery_0.1_84fc90b6-3af0-4600-99af-4728c68bc43f;1D;2018-11-24 03:30:00+01:00;SV;2,0;2018-12-07 17:01:47.574361;2018-12-07 17:01:49.652433;OK
